201650004,2016-01-01,148,AGGRAVATED ASSAULT,0 BLK BERNARDINE DR,-76.5123566,37.1444643,O
201650044,2016-01-02,1123,AGGRAVATED ASSAULT,800 BLK CONSTANCE DR,-76.4550579,37.083409,R
201650046,2016-01-02,1311,AGGRAVATED ASSAULT,0 BLK RICHLAND DR,-76.5310383,37.1562187,R
201650050,2016-01-02,2228,AGGRAVATED ASSAULT,0 BLK DEAN RAY CT,-76.4427812,37.013407,R
201650067,2016-01-03,133,AGGRAVATED ASSAULT,23RD ST / ORCUTT AVE,-76.4106574,36.983998,R
201650085,2016-01-03,1858,AGGRAVATED ASSAULT,700 BLK 35TH ST,-76.422288,36.9889354,R
201650122,2016-01-04,2003,AGGRAVATED ASSAULT,300 BLK LEES MILL DR,-76.5675232,37.1684959,R
201650240,2016-01-08,1958,AGGRAVATED ASSAULT,26TH ST / JEFFERSON AVE,-76.4214933,36.9820849,C
201650238,2016-01-08,2304,AGGRAVATED ASSAULT,900 BLK FOREST LAKE CT,-76.4229516,37.0020955,R
201650252,2016-01-09,540,AGGRAVATED ASSAULT,1100 BLK 23RD ST,-76.4082536,36.9849596,R
201650259,2016-01-09,1123,AGGRAVATED ASSAULT,3300 BLK CHESTNUT AVE,-76.409325,36.992632,C
201650278,2016-01-09,2012,AGGRAVATED ASSAULT,14500 BLK JEFFERSON AVE,-76.5737527,37.2079632,C
201650279,2016-01-10,200,AGGRAVATED ASSAULT,2200 BLK MARSHALL AVE,-76.4142986,36.9818769,R
201650310,2016-01-11,615,AGGRAVATED ASSAULT,11100 BLK TARRYTOWN CT,-76.4648185,37.0579329,R
201650331,2016-01-12,835,AGGRAVATED ASSAULT,300 BLK 30TH ST,-76.4305298,36.9816641,C
201650336,2016-01-12,1153,AGGRAVATED ASSAULT,100 BLK DELMAR LN,-76.5264358,37.1251497,R
201650395,2016-01-14,1535,AGGRAVATED ASSAULT,3100 BLK WILLIAM STYRON SQ N,-76.4875451,37.0845126,R
201600521,2016-01-15,1202,AGGRAVATED ASSAULT,1300 BLK ROANOKE AVE,-76.402707,36.9779539,R
201650425,2016-01-15,1955,AGGRAVATED ASSAULT,4000 BLK CAMPBELL RD,-76.5247297,37.1237412,R
201650437,2016-01-16,439,AGGRAVATED ASSAULT,700 BLK PELHAM DR,-76.5223053,37.1498168,R
201650504,2016-01-18,2009,AGGRAVATED ASSAULT,2300 BLK MADISON AVE,-76.4176022,36.9812425,R
201650537,2016-01-20,127,AGGRAVATED ASSAULT,400 BLK LUCAS CREEK RD,-76.5457067,37.1102112,R
201650540,2016-01-20,635,AGGRAVATED ASSAULT,0 BLK DEER RUN TRL,-76.560519,37.1218558,R
